Date,Description,Deposit Amount,Withdrawal Amount,Notes,Category Name,Category Id,Ledger Id,Ledger Name,Description_clean
26-08-2025,CRISIL LIMITED INTEREST CREDIT-903051,274.0,0.0,,Investment Income,2,202,Investment Income Ledger,CRISIL LIMITED INTEREST CREDIT
29-07-2025,UPI-STARBUCKS-BROADBAND BILL,0.0,911.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI STARBUCKS BROADBAND BILL
30-11-2025,UPI-ZOMATO-MISC-908062,1938.0,0.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI ZOMATO MISC
20-01-2026,UPI-ZERODHA BROKING LTD-GAMING,0.0,848.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI ZERODHA BROKING LTD GAMING
03-01-2026,SALARY CREDIT JAN 2026,86631.0,0.0,,Salary Income,1,201,Salary Ledger,SALARY CREDIT JAN
16-01-2026,SALARY CREDIT JAN 2026,51133.0,0.0,,Salary Income,1,201,Salary Ledger,SALARY CREDIT JAN
06-09-2025,UPI-OLA CABS-BOOKS,0.0,7977.0,,Education & Books,10,308,Education Expense Ledger,UPI OLA CABS BOOKS
23-01-2026,UPI-STARBUCKS-BROADBAND BILL,0.0,1977.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI STARBUCKS BROADBAND BILL
14-05-2025,NEFT-RENT-500706,0.0,26161.0,,Rent & Housing,4,302,Rent Expense Ledger,NEFT RENT
16-10-2025,UPI-OLA CABS-MISC-722561,0.0,8943.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI OLA CABS MISC
03-04-2025,UPI-BHARGAV SANDEEP DESAI-ONLINE SHOPPING,0.0,12114.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI BHARGAV SANDEEP DESAI ONLINE SHOPPING
28-07-2025,SALARY CREDIT JUL 2025,76901.0,0.0,,Salary Income,1,201,Salary Ledger,SALARY CREDIT JUL
12-08-2025,UPI-NATURAL ICE CREAM-MUMBAI TRIP,0.0,1342.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI NATURAL ICE CREAM MUMBAI TRIP
23-08-2025,UPI-CROSSWORD BOOKSTORE-MISC-990733,0.0,1968.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI CROSSWORD BOOKSTORE MISC
10-12-2025,NEFT-RENT-724416,0.0,18972.0,,Rent & Housing,4,302,Rent Expense Ledger,NEFT RENT
20-08-2025,UPI-DOMINOS PIZZA-MISC-576857,7330.0,0.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI DOMINOS PIZZA MISC
11-09-2025,UPI-GOOGLEPAY-CAB RIDE,0.0,5416.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI GOOGLEPAY CAB RIDE
26-06-2025,UPI-LENSKART-LUNCH,0.0,1726.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI LENSKART LUNCH
14-08-2025,UPI-NATURAL ICE CREAM-PHARMACY,0.0,6582.0,,Health & Medical,9,307,Medical Expense Ledger,UPI NATURAL ICE CREAM PHARMACY
22-06-2025,UPI-AMAZON INDIA-BOOKS,0.0,1168.0,,Education & Books,10,308,Education Expense Ledger,UPI AMAZON INDIA BOOKS
27-04-2025,UPI-FLIPKART-JUICE,0.0,956.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI FLIPKART JUICE
06-11-2025,UPI-DMART-MEDICAL BILL,0.0,888.0,,Health & Medical,9,307,Medical Expense Ledger,UPI DMART MEDICAL BILL
30-11-2025,NEFT CR-CREDIT CARD BILL PAYMENT-174125475,0.0,68005.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,NEFT CR CREDIT CARD BILL PAYMENT
12-11-2025,UPI-APOLLO PHARMACY-MOBILE BILL,0.0,2300.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI APOLLO PHARMACY MOBILE BILL
16-09-2025,UPI-OLA CABS-ELECTRICITY BILL,0.0,1023.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI OLA CABS ELECTRICITY BILL
17-08-2025,UPI-ZOMATO-CLOTHING,0.0,15435.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI ZOMATO CLOTHING
09-02-2026,UPI-LENSKART-MOVIE TICKETS,0.0,2950.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI LENSKART MOVIE TICKETS
06-10-2025,UPI-LENSKART-ELECTRONICS,0.0,3506.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI LENSKART ELECTRONICS
22-09-2025,UPI-BIG BAZAAR-BROADBAND BILL,0.0,221.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI BIG BAZAAR BROADBAND BILL
10-04-2025,AIRTEL PAYMENTS BANK SUBSCRIPTION-698411,0.0,1860.0,,Entertainment,8,306,Entertainment Expense Ledger,AIRTEL PAYMENTS BANK SUBSCRIPTION
03-08-2025,UPI-PVR CINEMAS-MOBILE BILL,0.0,4862.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI PVR CINEMAS MOBILE BILL
17-08-2025,UPI-CREDCLUB-BOOKS,0.0,8848.0,,Education & Books,10,308,Education Expense Ledger,UPI CREDCLUB BOOKS
24-08-2025,UPI-NETFLIX-WATER BILL,0.0,544.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI NETFLIX WATER BILL
29-10-2025,DIVIDEND CREDIT CRISIL LIMITED-587707,6334.0,0.0,,Investment Income,2,202,Investment Income Ledger,DIVIDEND CREDIT CRISIL LIMITED
12-10-2025,UPI-NATURAL ICE CREAM-MISC-346222,4044.0,0.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI NATURAL ICE CREAM MISC
08-11-2025,NOV 2025 SALARY CREDIT,51539.0,0.0,,Salary Income,1,201,Salary Ledger,NOV SALARY CREDIT
04-01-2026,UPI-DMART-GOA TRIP EXPENSES,0.0,1836.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI DMART GOA TRIP EXPENSES
21-01-2026,UPI-IRCTC UTS-BROADBAND BILL,0.0,2332.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI IRCTC UTS BROADBAND BILL
18-12-2025,UPI-IRCTC UTS-COACHING FEES,0.0,4658.0,,Education & Books,10,308,Education Expense Ledger,UPI IRCTC UTS COACHING FEES
14-03-2026,UPI-BHARGAV SANDEEP DESAI-MISC-710278,0.0,3420.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI BHARGAV SANDEEP DESAI MISC
07-04-2025,UPI-SWIGGY-GAS CYLINDER PAYMENT,0.0,621.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI SWIGGY GAS CYLINDER PAYMENT
11-06-2025,UPI-STARBUCKS-MOBILE BILL,0.0,3820.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI STARBUCKS MOBILE BILL
03-04-2025,UPI-ZERODHA BROKING LTD-GAMING,0.0,1175.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI ZERODHA BROKING LTD GAMING
22-11-2025,SALARY CREDIT NOV 2025,89961.0,0.0,,Salary Income,1,201,Salary Ledger,SALARY CREDIT NOV
21-02-2026,CC BILL PAYMENT-824764155,0.0,7895.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,CC BILL PAYMENT
28-06-2025,UPI-SPOTIFY-BOOKS,0.0,7748.0,,Education & Books,10,308,Education Expense Ledger,UPI SPOTIFY BOOKS
04-03-2026,RENT PAYMENT-118807,0.0,46032.0,,Rent & Housing,4,302,Rent Expense Ledger,RENT PAYMENT
22-04-2025,DOMINOS PIZZA SUBSCRIPTION-856572,0.0,4361.0,,Entertainment,8,306,Entertainment Expense Ledger,DOMINOS PIZZA SUBSCRIPTION
07-03-2026,UPI-ZOMATO-PHARMACY,0.0,6955.0,,Health & Medical,9,307,Medical Expense Ledger,UPI ZOMATO PHARMACY
06-08-2025,UPI-CROSSWORD BOOKSTORE-MISC-882920,0.0,3453.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI CROSSWORD BOOKSTORE MISC
07-05-2025,UPI-DMART-WATER BILL,0.0,4209.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI DMART WATER BILL
24-09-2025,UPI-ZOMATO-MOBILE BILL,0.0,601.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI ZOMATO MOBILE BILL
03-07-2025,CC BILL PAYMENT-470852065,0.0,21595.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,CC BILL PAYMENT
13-07-2025,UPI-IRCTC UTS-SHOPPING,0.0,8383.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI IRCTC UTS SHOPPING
21-07-2025,ACH C- ICICI BANK DIVIDEND-158453,3777.0,0.0,,Investment Income,2,202,Investment Income Ledger,ACH C ICICI BANK DIVIDEND
18-01-2026,UPI-CREDCLUB-CRED PAYMENT-165250123,0.0,34161.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,UPI CREDCLUB CRED PAYMENT
14-10-2025,UPI-LENSKART-GOA TRIP EXPENSES,0.0,8895.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI LENSKART GOA TRIP EXPENSES
23-07-2025,UPI-PVR CINEMAS-GAS CYLINDER PAYMENT,0.0,3585.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI PVR CINEMAS GAS CYLINDER PAYMENT
09-11-2025,UPI-LENSKART-ONLINE SHOPPING,0.0,7413.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI LENSKART ONLINE SHOPPING
17-12-2025,UPI-SPOTIFY-BREAKFAST,0.0,1407.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI SPOTIFY BREAKFAST
09-07-2025,ACH C- ASIAN PAINTS LTD DIVIDEND-790091,1959.0,0.0,,Investment Income,2,202,Investment Income Ledger,ACH C ASIAN PAINTS LTD DIVIDEND
29-08-2025,VEDANTA LIMITED INTEREST CREDIT-709269,1016.0,0.0,,Investment Income,2,202,Investment Income Ledger,VEDANTA LIMITED INTEREST CREDIT
15-05-2025,UPI-BHARGAV SANDEEP DESAI-ELECTRICITY BILL,0.0,3829.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI BHARGAV SANDEEP DESAI ELECTRICITY BILL
05-06-2025,NEFT CR-CREDIT CARD BILL PAYMENT-165405995,0.0,25485.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,NEFT CR CREDIT CARD BILL PAYMENT
04-12-2025,UPI-FLIPKART-MISC-867842,12495.0,0.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI FLIPKART MISC
06-06-2025,BANK TRANSFER-HOUSE RENT-798412,0.0,45375.0,,Rent & Housing,4,302,Rent Expense Ledger,BANK TRANSFER HOUSE RENT
09-10-2025,UPI-NETFLIX-MISC-957759,0.0,14604.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI NETFLIX MISC
15-12-2025,UPI-GOOGLEPAY-COACHING FEES,0.0,8658.0,,Education & Books,10,308,Education Expense Ledger,UPI GOOGLEPAY COACHING FEES
09-05-2025,NEFT CR-CREDIT CARD BILL PAYMENT-744039342,0.0,21968.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,NEFT CR CREDIT CARD BILL PAYMENT
24-10-2025,ACH C- RELIANCE INDUSTRIES DIVIDEND-272903,406.0,0.0,,Investment Income,2,202,Investment Income Ledger,ACH C RELIANCE INDUSTRIES DIVIDEND
03-07-2025,UPI-NATURAL ICE CREAM-CLOTHING,0.0,14739.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI NATURAL ICE CREAM CLOTHING
17-03-2026,UPI-DOMINOS PIZZA-DINNER,0.0,372.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI DOMINOS PIZZA DINNER
24-09-2025,UPI-LENSKART-DINNER,0.0,132.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI LENSKART DINNER
19-01-2026,UPI-CREDCLUB-CRED PAYMENT-215769200,0.0,43495.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,UPI CREDCLUB CRED PAYMENT
18-10-2025,UPI-APOLLO PHARMACY-MISC-840150,0.0,10014.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI APOLLO PHARMACY MISC
16-04-2025,SALARY CREDIT APR 2025,52336.0,0.0,,Salary Income,1,201,Salary Ledger,SALARY CREDIT APR
17-11-2025,UPI-IRCTC UTS-TICKET-204431849,0.0,9943.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI IRCTC UTS TICKET
13-03-2026,MAR 2026 SALARY CREDIT,67228.0,0.0,,Salary Income,1,201,Salary Ledger,MAR SALARY CREDIT
05-11-2025,UPI-AMAZON INDIA-GAS CYLINDER PAYMENT,0.0,1089.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI AMAZON INDIA GAS CYLINDER PAYMENT
24-01-2026,UPI-AK JUICE CENTRE-MISC-299899,8276.0,0.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI AK JUICE CENTRE MISC
16-02-2026,UPI-MYNTRA-DOCTOR CONSULTATION,0.0,2900.0,,Health & Medical,9,307,Medical Expense Ledger,UPI MYNTRA DOCTOR CONSULTATION
23-06-2025,UPI-OLA CABS-ONLINE COURSE,0.0,2476.0,,Education & Books,10,308,Education Expense Ledger,UPI OLA CABS ONLINE COURSE
17-06-2025,JUN 2025 SALARY CREDIT,65995.0,0.0,,Salary Income,1,201,Salary Ledger,JUN SALARY CREDIT
09-11-2025,DIVIDEND CREDIT HDFC BANK-851690,9624.0,0.0,,Investment Income,2,202,Investment Income Ledger,DIVIDEND CREDIT HDFC BANK
28-08-2025,TATA POWER CO LTD INTEREST CREDIT-140524,78.0,0.0,,Investment Income,2,202,Investment Income Ledger,TATA POWER CO LTD INTEREST CREDIT
31-01-2026,OLA CABS PAYMENT-466120466,0.0,11956.0,,Transport & Travel,5,303,Travel Expense Ledger,OLA CABS PAYMENT
22-02-2026,UPI-IRCTC UTS-BROADBAND BILL,0.0,3885.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI IRCTC UTS BROADBAND BILL
07-08-2025,DIVIDEND CREDIT RELIANCE INDUSTRIES-865893,3631.0,0.0,,Investment Income,2,202,Investment Income Ledger,DIVIDEND CREDIT RELIANCE INDUSTRIES
26-06-2025,UPI-GOOGLEPAY-ONLINE COURSE,0.0,814.0,,Education & Books,10,308,Education Expense Ledger,UPI GOOGLEPAY ONLINE COURSE
10-01-2026,CC BILL PAYMENT-559446034,0.0,16210.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,CC BILL PAYMENT
10-07-2025,BANK TRANSFER-HOUSE RENT-251152,0.0,42489.0,,Rent & Housing,4,302,Rent Expense Ledger,BANK TRANSFER HOUSE RENT
25-01-2026,UPI-AIRTEL PAYMENTS BANK-MEDICAL BILL,0.0,4460.0,,Health & Medical,9,307,Medical Expense Ledger,UPI AIRTEL PAYMENTS BANK MEDICAL BILL
02-09-2025,UPI-ZERODHA BROKING LTD-MEDICAL BILL,0.0,5472.0,,Health & Medical,9,307,Medical Expense Ledger,UPI ZERODHA BROKING LTD MEDICAL BILL
29-11-2025,UPI-ZERODHA BROKING LTD-FOOD,0.0,141.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI ZERODHA BROKING LTD FOOD
05-05-2025,APR MAY SALARY,86412.0,0.0,,Salary Income,1,201,Salary Ledger,APR MAY SALARY
14-11-2025,NOV 2025 SALARY CREDIT,72450.0,0.0,,Salary Income,1,201,Salary Ledger,NOV SALARY CREDIT
12-09-2025,CC BILL PAYMENT-106877037,0.0,64888.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,CC BILL PAYMENT
31-10-2025,BANK TRANSFER-HOUSE RENT-793044,0.0,31524.0,,Rent & Housing,4,302,Rent Expense Ledger,BANK TRANSFER HOUSE RENT
01-06-2025,APR JUN SALARY,73365.0,0.0,,Salary Income,1,201,Salary Ledger,APR JUN SALARY
25-12-2025,HINDUSTAN UNILEVER LTD INTEREST CREDIT-715429,5672.0,0.0,,Investment Income,2,202,Investment Income Ledger,HINDUSTAN UNILEVER LTD INTEREST CREDIT
09-02-2026,NEFT-RENT-464534,0.0,30164.0,,Rent & Housing,4,302,Rent Expense Ledger,NEFT RENT
18-06-2025,UPI-AIRTEL PAYMENTS BANK-DOCTOR CONSULTATION,0.0,865.0,,Health & Medical,9,307,Medical Expense Ledger,UPI AIRTEL PAYMENTS BANK DOCTOR CONSULTATION
05-05-2025,BANK TRANSFER-HOUSE RENT-763779,0.0,34784.0,,Rent & Housing,4,302,Rent Expense Ledger,BANK TRANSFER HOUSE RENT
09-04-2025,SALARY CREDIT APR 2025,73837.0,0.0,,Salary Income,1,201,Salary Ledger,SALARY CREDIT APR
20-11-2025,UPI-NATURAL ICE CREAM-MOVIE TICKETS,0.0,1463.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI NATURAL ICE CREAM MOVIE TICKETS
07-11-2025,UPI-CREDCLUB-LUNCH,0.0,2372.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI CREDCLUB LUNCH
16-10-2025,POS-SPOTIFY-MALL PURCHASE,0.0,14147.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,POS SPOTIFY MALL PURCHASE
24-06-2025,UPI-SWIGGY-SHOPPING,0.0,10997.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI SWIGGY SHOPPING
21-08-2025,APR AUG SALARY,69401.0,0.0,,Salary Income,1,201,Salary Ledger,APR AUG SALARY
03-11-2025,UPI-OLA CABS-PHARMACY,0.0,1607.0,,Health & Medical,9,307,Medical Expense Ledger,UPI OLA CABS PHARMACY
28-09-2025,UPI-NETFLIX-FOOD,0.0,800.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI NETFLIX FOOD
26-03-2026,UPI-ZOMATO-JUICE,0.0,1633.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI ZOMATO JUICE
20-05-2025,UPI-CREDCLUB-CRED PAYMENT-317714004,0.0,66936.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,UPI CREDCLUB CRED PAYMENT
10-12-2025,UPI-BIG BAZAAR-LAB TESTS,0.0,2075.0,,Health & Medical,9,307,Medical Expense Ledger,UPI BIG BAZAAR LAB TESTS
26-08-2025,UPI-FLIPKART-PHARMACY,0.0,5952.0,,Health & Medical,9,307,Medical Expense Ledger,UPI FLIPKART PHARMACY
03-09-2025,UPI-AK JUICE CENTRE-COACHING FEES,0.0,5187.0,,Education & Books,10,308,Education Expense Ledger,UPI AK JUICE CENTRE COACHING FEES
18-12-2025,UPI-UBER-GAMING,0.0,2702.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI UBER GAMING
09-12-2025,UPI-GOOGLEPAY-BOOKS,0.0,9140.0,,Education & Books,10,308,Education Expense Ledger,UPI GOOGLEPAY BOOKS
27-03-2026,MAR 2026 SALARY CREDIT,83397.0,0.0,,Salary Income,1,201,Salary Ledger,MAR SALARY CREDIT
17-05-2025,UPI-CROSSWORD BOOKSTORE-MEDICAL BILL,0.0,3871.0,,Health & Medical,9,307,Medical Expense Ledger,UPI CROSSWORD BOOKSTORE MEDICAL BILL
08-05-2025,UPI-PVR CINEMAS-STATIONERY,0.0,2298.0,,Education & Books,10,308,Education Expense Ledger,UPI PVR CINEMAS STATIONERY
20-12-2025,UPI-FLIPKART-ONLINE SHOPPING,0.0,8644.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI FLIPKART ONLINE SHOPPING
28-10-2025,OCT 2025 SALARY CREDIT,45435.0,0.0,,Salary Income,1,201,Salary Ledger,OCT SALARY CREDIT
09-07-2025,UPI-BIG BAZAAR-COACHING FEES,0.0,2963.0,,Education & Books,10,308,Education Expense Ledger,UPI BIG BAZAAR COACHING FEES
29-04-2025,UPI-AIRTEL PAYMENTS BANK-MISC-754986,3291.0,0.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI AIRTEL PAYMENTS BANK MISC
02-05-2025,RENT PAYMENT-547628,0.0,9587.0,,Rent & Housing,4,302,Rent Expense Ledger,RENT PAYMENT
20-02-2026,ACH C- TATA POWER CO LTD DIVIDEND-156572,4459.0,0.0,,Investment Income,2,202,Investment Income Ledger,ACH C TATA POWER CO LTD DIVIDEND
09-06-2025,UPI-CREDCLUB-LAB TESTS,0.0,4049.0,,Health & Medical,9,307,Medical Expense Ledger,UPI CREDCLUB LAB TESTS
27-07-2025,UPI-BIG BAZAAR-ONLINE SHOPPING,0.0,16854.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI BIG BAZAAR ONLINE SHOPPING
22-06-2025,UPI-CROSSWORD BOOKSTORE-ONLINE SHOPPING,0.0,11786.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI CROSSWORD BOOKSTORE ONLINE SHOPPING
08-08-2025,BANK TRANSFER-HOUSE RENT-539717,0.0,33179.0,,Rent & Housing,4,302,Rent Expense Ledger,BANK TRANSFER HOUSE RENT
26-04-2025,UPI-AIRTEL PAYMENTS BANK-PHARMACY,0.0,1785.0,,Health & Medical,9,307,Medical Expense Ledger,UPI AIRTEL PAYMENTS BANK PHARMACY
06-10-2025,ACH C- RELIANCE INDUSTRIES DIVIDEND-993441,9637.0,0.0,,Investment Income,2,202,Investment Income Ledger,ACH C RELIANCE INDUSTRIES DIVIDEND
25-04-2025,AIRTEL PAYMENTS BANK SUBSCRIPTION-147013,0.0,1166.0,,Entertainment,8,306,Entertainment Expense Ledger,AIRTEL PAYMENTS BANK SUBSCRIPTION
17-01-2026,UPI-OLA CABS-COACHING FEES,0.0,9480.0,,Education & Books,10,308,Education Expense Ledger,UPI OLA CABS COACHING FEES
25-06-2025,JUN 2025 SALARY CREDIT,75282.0,0.0,,Salary Income,1,201,Salary Ledger,JUN SALARY CREDIT
14-10-2025,RENT PAYMENT-495412,0.0,32124.0,,Rent & Housing,4,302,Rent Expense Ledger,RENT PAYMENT
15-02-2026,UPI-SPOTIFY-CONCERT TICKETS,0.0,889.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI SPOTIFY CONCERT TICKETS
23-11-2025,NOV 2025 SALARY CREDIT,52055.0,0.0,,Salary Income,1,201,Salary Ledger,NOV SALARY CREDIT
11-10-2025,UPI-UBER-MUMBAI TRIP,0.0,12078.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI UBER MUMBAI TRIP
28-07-2025,UPI-STARBUCKS-CONCERT TICKETS,0.0,3888.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI STARBUCKS CONCERT TICKETS
31-07-2025,VEDANTA LIMITED INTEREST CREDIT-242832,471.0,0.0,,Investment Income,2,202,Investment Income Ledger,VEDANTA LIMITED INTEREST CREDIT
30-11-2025,CC BILL PAYMENT-173041436,0.0,26762.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,CC BILL PAYMENT
28-03-2026,UPI-STARBUCKS-CAB RIDE,0.0,5044.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI STARBUCKS CAB RIDE
27-11-2025,UPI-BHARGAV SANDEEP DESAI-ONLINE COURSE,0.0,1508.0,,Education & Books,10,308,Education Expense Ledger,UPI BHARGAV SANDEEP DESAI ONLINE COURSE
21-10-2025,BANK TRANSFER-HOUSE RENT-131629,0.0,11258.0,,Rent & Housing,4,302,Rent Expense Ledger,BANK TRANSFER HOUSE RENT
22-12-2025,UPI-FLIPKART-MISC-789567,0.0,6624.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI FLIPKART MISC
17-09-2025,UPI-RELIANCE DIGITAL-STATIONERY,0.0,4680.0,,Education & Books,10,308,Education Expense Ledger,UPI RELIANCE DIGITAL STATIONERY
22-04-2025,UPI-OLA CABS-BOOKS,0.0,3401.0,,Education & Books,10,308,Education Expense Ledger,UPI OLA CABS BOOKS
22-10-2025,UPI-AMAZON INDIA-WATER BILL,0.0,1166.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI AMAZON INDIA WATER BILL
15-03-2026,UPI-ZERODHA BROKING LTD-SHOPPING,0.0,13289.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI ZERODHA BROKING LTD SHOPPING
03-06-2025,UPI-MYNTRA-MEDICAL BILL,0.0,4635.0,,Health & Medical,9,307,Medical Expense Ledger,UPI MYNTRA MEDICAL BILL
08-12-2025,NEFT-RENT-779363,0.0,59067.0,,Rent & Housing,4,302,Rent Expense Ledger,NEFT RENT
13-06-2025,UPI-STARBUCKS-LAB TESTS,0.0,304.0,,Health & Medical,9,307,Medical Expense Ledger,UPI STARBUCKS LAB TESTS
13-10-2025,DIVIDEND CREDIT TATA POWER CO LTD-392552,923.0,0.0,,Investment Income,2,202,Investment Income Ledger,DIVIDEND CREDIT TATA POWER CO LTD
06-05-2025,UPI-PVR CINEMAS-CLOTHING,0.0,15607.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI PVR CINEMAS CLOTHING
11-09-2025,APR SEP SALARY,40370.0,0.0,,Salary Income,1,201,Salary Ledger,APR SEP SALARY
01-01-2026,UPI-NETFLIX-CLOTHING,0.0,14700.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI NETFLIX CLOTHING
05-08-2025,UPI-NATURAL ICE CREAM-COACHING FEES,0.0,2461.0,,Education & Books,10,308,Education Expense Ledger,UPI NATURAL ICE CREAM COACHING FEES
29-11-2025,NOV 2025 SALARY CREDIT,68225.0,0.0,,Salary Income,1,201,Salary Ledger,NOV SALARY CREDIT
15-01-2026,UPI-FLIPKART-MISC-590391,0.0,1155.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI FLIPKART MISC
04-03-2026,UPI-AK JUICE CENTRE-MOVIE TICKETS,0.0,1767.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI AK JUICE CENTRE MOVIE TICKETS
25-06-2025,UPI-OLA CABS-PHARMACY,0.0,2196.0,,Health & Medical,9,307,Medical Expense Ledger,UPI OLA CABS PHARMACY
24-08-2025,ACH C- ICICI BANK DIVIDEND-986226,3297.0,0.0,,Investment Income,2,202,Investment Income Ledger,ACH C ICICI BANK DIVIDEND
26-05-2025,UPI-DMART-DOCTOR CONSULTATION,0.0,2787.0,,Health & Medical,9,307,Medical Expense Ledger,UPI DMART DOCTOR CONSULTATION
28-03-2026,UPI-DOMINOS PIZZA-MOBILE BILL,0.0,1032.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI DOMINOS PIZZA MOBILE BILL
04-03-2026,UPI-CROSSWORD BOOKSTORE-DOCTOR CONSULTATION,0.0,4995.0,,Health & Medical,9,307,Medical Expense Ledger,UPI CROSSWORD BOOKSTORE DOCTOR CONSULTATION
14-10-2025,UPI-AMAZON INDIA-BREAKFAST,0.0,490.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI AMAZON INDIA BREAKFAST
01-02-2026,UPI-UBER-BOOKS,0.0,2567.0,,Education & Books,10,308,Education Expense Ledger,UPI UBER BOOKS
07-10-2025,UPI-DMART-WATER BILL,0.0,4863.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI DMART WATER BILL
13-11-2025,NEFT CR-CREDIT CARD BILL PAYMENT-410591350,0.0,45648.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,NEFT CR CREDIT CARD BILL PAYMENT
03-05-2025,ACH C- VEDANTA LIMITED DIVIDEND-284544,3312.0,0.0,,Investment Income,2,202,Investment Income Ledger,ACH C VEDANTA LIMITED DIVIDEND
31-12-2025,UPI-CREDCLUB-BREAKFAST,0.0,631.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI CREDCLUB BREAKFAST
17-05-2025,UPI-RELIANCE DIGITAL-MEDICAL BILL,0.0,3333.0,,Health & Medical,9,307,Medical Expense Ledger,UPI RELIANCE DIGITAL MEDICAL BILL
