Date,Description,Deposit Amount,Withdrawal Amount,Notes,Category Name,Category Id,Ledger Id,Ledger Name
07-03-2026,UPI-ZOMATO-PHARMACY,,6955,,Health & Medical,9,307,Medical Expense Ledger
06-08-2025,UPI-CROSSWORD BOOKSTORE-MISC-882920,,3453,,Miscellaneous,12,499,Miscellaneous Ledger
07-05-2025,UPI-DMART-WATER BILL,,4209,,Utilities & Bills,7,305,Utilities Expense Ledger
24-09-2025,UPI-ZOMATO-MOBILE BILL,,601,,Utilities & Bills,7,305,Utilities Expense Ledger
03-07-2025,CC BILL PAYMENT-470852065,,21595,,Credit Card Payment,11,401,Credit Card Payment Ledger
13-07-2025,UPI-IRCTC UTS-SHOPPING,,8383,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
21-07-2025,ACH C- ICICI BANK DIVIDEND-158453,3777,,,Investment Income,2,202,Investment Income Ledger
18-01-2026,UPI-CREDCLUB-CRED PAYMENT-165250123,,34161,,Credit Card Payment,11,401,Credit Card Payment Ledger
14-10-2025,UPI-LENSKART-GOA TRIP EXPENSES,,8895,,Transport & Travel,5,303,Travel Expense Ledger
23-07-2025,UPI-PVR CINEMAS-GAS CYLINDER PAYMENT,,3585,,Utilities & Bills,7,305,Utilities Expense Ledger
09-11-2025,UPI-LENSKART-ONLINE SHOPPING,,7413,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
17-12-2025,UPI-SPOTIFY-BREAKFAST,,1407,,Groceries & Food,3,301,Groceries Expense Ledger
09-07-2025,ACH C- ASIAN PAINTS LTD DIVIDEND-790091,1959,,,Investment Income,2,202,Investment Income Ledger
29-08-2025,VEDANTA LIMITED INTEREST CREDIT-709269,1016,,,Investment Income,2,202,Investment Income Ledger
15-05-2025,UPI-BHARGAV SANDEEP DESAI-ELECTRICITY BILL,,3829,,Utilities & Bills,7,305,Utilities Expense Ledger
05-06-2025,NEFT CR-CREDIT CARD BILL PAYMENT-165405995,,25485,,Credit Card Payment,11,401,Credit Card Payment Ledger
04-12-2025,UPI-FLIPKART-MISC-867842,12495,,,Miscellaneous,12,499,Miscellaneous Ledger
06-06-2025,BANK TRANSFER-HOUSE RENT-798412,,45375,,Rent & Housing,4,302,Rent Expense Ledger
09-10-2025,UPI-NETFLIX-MISC-957759,,14604,,Miscellaneous,12,499,Miscellaneous Ledger
15-12-2025,UPI-GOOGLEPAY-COACHING FEES,,8658,,Education & Books,10,308,Education Expense Ledger
09-05-2025,NEFT CR-CREDIT CARD BILL PAYMENT-744039342,,21968,,Credit Card Payment,11,401,Credit Card Payment Ledger
24-10-2025,ACH C- RELIANCE INDUSTRIES DIVIDEND-272903,406,,,Investment Income,2,202,Investment Income Ledger
03-07-2025,UPI-NATURAL ICE CREAM-CLOTHING,,14739,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
17-03-2026,UPI-DOMINOS PIZZA-DINNER,,372,,Groceries & Food,3,301,Groceries Expense Ledger
24-09-2025,UPI-LENSKART-DINNER,,132,,Groceries & Food,3,301,Groceries Expense Ledger
19-01-2026,UPI-CREDCLUB-CRED PAYMENT-215769200,,43495,,Credit Card Payment,11,401,Credit Card Payment Ledger
18-10-2025,UPI-APOLLO PHARMACY-MISC-840150,,10014,,Miscellaneous,12,499,Miscellaneous Ledger
16-04-2025,SALARY CREDIT APR 2025,52336,,,Salary Income,1,201,Salary Ledger
17-11-2025,UPI-IRCTC UTS-TICKET-204431849,,9943,,Transport & Travel,5,303,Travel Expense Ledger
13-03-2026,MAR 2026 SALARY CREDIT,67228,,,Salary Income,1,201,Salary Ledger
05-11-2025,UPI-AMAZON INDIA-GAS CYLINDER PAYMENT,,1089,,Utilities & Bills,7,305,Utilities Expense Ledger
24-01-2026,UPI-AK JUICE CENTRE-MISC-299899,8276,,,Miscellaneous,12,499,Miscellaneous Ledger
16-02-2026,UPI-MYNTRA-DOCTOR CONSULTATION,,2900,,Health & Medical,9,307,Medical Expense Ledger
23-06-2025,UPI-OLA CABS-ONLINE COURSE,,2476,,Education & Books,10,308,Education Expense Ledger
17-06-2025,JUN 2025 SALARY CREDIT,65995,,,Salary Income,1,201,Salary Ledger
09-11-2025,DIVIDEND CREDIT HDFC BANK-851690,9624,,,Investment Income,2,202,Investment Income Ledger
28-08-2025,TATA POWER CO LTD INTEREST CREDIT-140524,78,,,Investment Income,2,202,Investment Income Ledger
31-01-2026,OLA CABS PAYMENT-466120466,,11956,,Transport & Travel,5,303,Travel Expense Ledger
22-02-2026,UPI-IRCTC UTS-BROADBAND BILL,,3885,,Utilities & Bills,7,305,Utilities Expense Ledger
07-08-2025,DIVIDEND CREDIT RELIANCE INDUSTRIES-865893,3631,,,Investment Income,2,202,Investment Income Ledger
26-06-2025,UPI-GOOGLEPAY-ONLINE COURSE,,814,,Education & Books,10,308,Education Expense Ledger
10-01-2026,CC BILL PAYMENT-559446034,,16210,,Credit Card Payment,11,401,Credit Card Payment Ledger
10-07-2025,BANK TRANSFER-HOUSE RENT-251152,,42489,,Rent & Housing,4,302,Rent Expense Ledger
25-01-2026,UPI-AIRTEL PAYMENTS BANK-MEDICAL BILL,,4460,,Health & Medical,9,307,Medical Expense Ledger
02-09-2025,UPI-ZERODHA BROKING LTD-MEDICAL BILL,,5472,,Health & Medical,9,307,Medical Expense Ledger
29-11-2025,UPI-ZERODHA BROKING LTD-FOOD,,141,,Groceries & Food,3,301,Groceries Expense Ledger
05-05-2025,APR MAY SALARY,86412,,,Salary Income,1,201,Salary Ledger
14-11-2025,NOV 2025 SALARY CREDIT,72450,,,Salary Income,1,201,Salary Ledger
12-09-2025,CC BILL PAYMENT-106877037,,64888,,Credit Card Payment,11,401,Credit Card Payment Ledger
31-10-2025,BANK TRANSFER-HOUSE RENT-793044,,31524,,Rent & Housing,4,302,Rent Expense Ledger
01-06-2025,APR JUN SALARY,73365,,,Salary Income,1,201,Salary Ledger
25-12-2025,HINDUSTAN UNILEVER LTD INTEREST CREDIT-715429,5672,,,Investment Income,2,202,Investment Income Ledger
09-02-2026,NEFT-RENT-464534,,30164,,Rent & Housing,4,302,Rent Expense Ledger
18-06-2025,UPI-AIRTEL PAYMENTS BANK-DOCTOR CONSULTATION,,865,,Health & Medical,9,307,Medical Expense Ledger
05-05-2025,BANK TRANSFER-HOUSE RENT-763779,,34784,,Rent & Housing,4,302,Rent Expense Ledger
09-04-2025,SALARY CREDIT APR 2025,73837,,,Salary Income,1,201,Salary Ledger
20-11-2025,UPI-NATURAL ICE CREAM-MOVIE TICKETS,,1463,,Entertainment,8,306,Entertainment Expense Ledger
07-11-2025,UPI-CREDCLUB-LUNCH,,2372,,Groceries & Food,3,301,Groceries Expense Ledger
16-10-2025,POS-SPOTIFY-MALL PURCHASE,,14147,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
24-06-2025,UPI-SWIGGY-SHOPPING,,10997,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
21-08-2025,APR AUG SALARY,69401,,,Salary Income,1,201,Salary Ledger
03-11-2025,UPI-OLA CABS-PHARMACY,,1607,,Health & Medical,9,307,Medical Expense Ledger
28-09-2025,UPI-NETFLIX-FOOD,,800,,Groceries & Food,3,301,Groceries Expense Ledger
26-03-2026,UPI-ZOMATO-JUICE,,1633,,Groceries & Food,3,301,Groceries Expense Ledger
20-05-2025,UPI-CREDCLUB-CRED PAYMENT-317714004,,66936,,Credit Card Payment,11,401,Credit Card Payment Ledger
10-12-2025,UPI-BIG BAZAAR-LAB TESTS,,2075,,Health & Medical,9,307,Medical Expense Ledger
26-08-2025,UPI-FLIPKART-PHARMACY,,5952,,Health & Medical,9,307,Medical Expense Ledger
03-09-2025,UPI-AK JUICE CENTRE-COACHING FEES,,5187,,Education & Books,10,308,Education Expense Ledger
18-12-2025,UPI-UBER-GAMING,,2702,,Entertainment,8,306,Entertainment Expense Ledger
09-12-2025,UPI-GOOGLEPAY-BOOKS,,9140,,Education & Books,10,308,Education Expense Ledger
27-03-2026,MAR 2026 SALARY CREDIT,83397,,,Salary Income,1,201,Salary Ledger
17-05-2025,UPI-CROSSWORD BOOKSTORE-MEDICAL BILL,,3871,,Health & Medical,9,307,Medical Expense Ledger
08-05-2025,UPI-PVR CINEMAS-STATIONERY,,2298,,Education & Books,10,308,Education Expense Ledger
20-12-2025,UPI-FLIPKART-ONLINE SHOPPING,,8644,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
28-10-2025,OCT 2025 SALARY CREDIT,45435,,,Salary Income,1,201,Salary Ledger
09-07-2025,UPI-BIG BAZAAR-COACHING FEES,,2963,,Education & Books,10,308,Education Expense Ledger
29-04-2025,UPI-AIRTEL PAYMENTS BANK-MISC-754986,3291,,,Miscellaneous,12,499,Miscellaneous Ledger
02-05-2025,RENT PAYMENT-547628,,9587,,Rent & Housing,4,302,Rent Expense Ledger
20-02-2026,ACH C- TATA POWER CO LTD DIVIDEND-156572,4459,,,Investment Income,2,202,Investment Income Ledger
09-06-2025,UPI-CREDCLUB-LAB TESTS,,4049,,Health & Medical,9,307,Medical Expense Ledger
27-07-2025,UPI-BIG BAZAAR-ONLINE SHOPPING,,16854,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
22-06-2025,UPI-CROSSWORD BOOKSTORE-ONLINE SHOPPING,,11786,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
08-08-2025,BANK TRANSFER-HOUSE RENT-539717,,33179,,Rent & Housing,4,302,Rent Expense Ledger
26-04-2025,UPI-AIRTEL PAYMENTS BANK-PHARMACY,,1785,,Health & Medical,9,307,Medical Expense Ledger
06-10-2025,ACH C- RELIANCE INDUSTRIES DIVIDEND-993441,9637,,,Investment Income,2,202,Investment Income Ledger
25-04-2025,AIRTEL PAYMENTS BANK SUBSCRIPTION-147013,,1166,,Entertainment,8,306,Entertainment Expense Ledger
17-01-2026,UPI-OLA CABS-COACHING FEES,,9480,,Education & Books,10,308,Education Expense Ledger
25-06-2025,JUN 2025 SALARY CREDIT,75282,,,Salary Income,1,201,Salary Ledger
14-10-2025,RENT PAYMENT-495412,,32124,,Rent & Housing,4,302,Rent Expense Ledger
15-02-2026,UPI-SPOTIFY-CONCERT TICKETS,,889,,Entertainment,8,306,Entertainment Expense Ledger
23-11-2025,NOV 2025 SALARY CREDIT,52055,,,Salary Income,1,201,Salary Ledger
11-10-2025,UPI-UBER-MUMBAI TRIP,,12078,,Transport & Travel,5,303,Travel Expense Ledger
28-07-2025,UPI-STARBUCKS-CONCERT TICKETS,,3888,,Entertainment,8,306,Entertainment Expense Ledger
31-07-2025,VEDANTA LIMITED INTEREST CREDIT-242832,471,,,Investment Income,2,202,Investment Income Ledger
30-11-2025,CC BILL PAYMENT-173041436,,26762,,Credit Card Payment,11,401,Credit Card Payment Ledger
28-03-2026,UPI-STARBUCKS-CAB RIDE,,5044,,Transport & Travel,5,303,Travel Expense Ledger
27-11-2025,UPI-BHARGAV SANDEEP DESAI-ONLINE COURSE,,1508,,Education & Books,10,308,Education Expense Ledger
21-10-2025,BANK TRANSFER-HOUSE RENT-131629,,11258,,Rent & Housing,4,302,Rent Expense Ledger
22-12-2025,UPI-FLIPKART-MISC-789567,,6624,,Miscellaneous,12,499,Miscellaneous Ledger
17-09-2025,UPI-RELIANCE DIGITAL-STATIONERY,,4680,,Education & Books,10,308,Education Expense Ledger
22-04-2025,UPI-OLA CABS-BOOKS,,3401,,Education & Books,10,308,Education Expense Ledger
22-10-2025,UPI-AMAZON INDIA-WATER BILL,,1166,,Utilities & Bills,7,305,Utilities Expense Ledger
15-03-2026,UPI-ZERODHA BROKING LTD-SHOPPING,,13289,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
03-06-2025,UPI-MYNTRA-MEDICAL BILL,,4635,,Health & Medical,9,307,Medical Expense Ledger
08-12-2025,NEFT-RENT-779363,,59067,,Rent & Housing,4,302,Rent Expense Ledger
13-06-2025,UPI-STARBUCKS-LAB TESTS,,304,,Health & Medical,9,307,Medical Expense Ledger
13-10-2025,DIVIDEND CREDIT TATA POWER CO LTD-392552,923,,,Investment Income,2,202,Investment Income Ledger
06-05-2025,UPI-PVR CINEMAS-CLOTHING,,15607,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
11-09-2025,APR SEP SALARY,40370,,,Salary Income,1,201,Salary Ledger
01-01-2026,UPI-NETFLIX-CLOTHING,,14700,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
05-08-2025,UPI-NATURAL ICE CREAM-COACHING FEES,,2461,,Education & Books,10,308,Education Expense Ledger
29-11-2025,NOV 2025 SALARY CREDIT,68225,,,Salary Income,1,201,Salary Ledger
15-01-2026,UPI-FLIPKART-MISC-590391,,1155,,Miscellaneous,12,499,Miscellaneous Ledger
04-03-2026,UPI-AK JUICE CENTRE-MOVIE TICKETS,,1767,,Entertainment,8,306,Entertainment Expense Ledger
25-06-2025,UPI-OLA CABS-PHARMACY,,2196,,Health & Medical,9,307,Medical Expense Ledger
24-08-2025,ACH C- ICICI BANK DIVIDEND-986226,3297,,,Investment Income,2,202,Investment Income Ledger
26-05-2025,UPI-DMART-DOCTOR CONSULTATION,,2787,,Health & Medical,9,307,Medical Expense Ledger
28-03-2026,UPI-DOMINOS PIZZA-MOBILE BILL,,1032,,Utilities & Bills,7,305,Utilities Expense Ledger
04-03-2026,UPI-CROSSWORD BOOKSTORE-DOCTOR CONSULTATION,,4995,,Health & Medical,9,307,Medical Expense Ledger
14-10-2025,UPI-AMAZON INDIA-BREAKFAST,,490,,Groceries & Food,3,301,Groceries Expense Ledger
01-02-2026,UPI-UBER-BOOKS,,2567,,Education & Books,10,308,Education Expense Ledger
07-10-2025,UPI-DMART-WATER BILL,,4863,,Utilities & Bills,7,305,Utilities Expense Ledger
13-11-2025,NEFT CR-CREDIT CARD BILL PAYMENT-410591350,,45648,,Credit Card Payment,11,401,Credit Card Payment Ledger
03-05-2025,ACH C- VEDANTA LIMITED DIVIDEND-284544,3312,,,Investment Income,2,202,Investment Income Ledger
31-12-2025,UPI-CREDCLUB-BREAKFAST,,631,,Groceries & Food,3,301,Groceries Expense Ledger
17-05-2025,UPI-RELIANCE DIGITAL-MEDICAL BILL,,3333,,Health & Medical,9,307,Medical Expense Ledger
26-01-2026,NEFT-RENT-933358,,29923,,Rent & Housing,4,302,Rent Expense Ledger
10-01-2026,UPI-PVR CINEMAS-CONCERT TICKETS,,1789,,Entertainment,8,306,Entertainment Expense Ledger
14-12-2025,UPI-STARBUCKS-MISC-670059,14069,,,Miscellaneous,12,499,Miscellaneous Ledger
14-04-2025,UPI-IRCTC UTS-DINNER,,2201,,Groceries & Food,3,301,Groceries Expense Ledger
20-07-2025,TATA POWER CO LTD INTEREST CREDIT-249457,5691,,,Investment Income,2,202,Investment Income Ledger
05-07-2025,NEFT CR-SALARY-FREELANCE CLIENT,63616,,,Salary Income,1,201,Salary Ledger
10-08-2025,UPI-AMAZON INDIA-MISC-325825,6085,,,Miscellaneous,12,499,Miscellaneous Ledger
02-05-2025,UPI-CREDCLUB-MISC-686470,12447,,,Miscellaneous,12,499,Miscellaneous Ledger
08-03-2026,UPI-UBER-BOOKS,,9174,,Education & Books,10,308,Education Expense Ledger
19-10-2025,NEFT CR-CREDIT CARD BILL PAYMENT-574779274,,3956,,Credit Card Payment,11,401,Credit Card Payment Ledger
21-07-2025,UPI-NETFLIX-MISC-737384,,10075,,Miscellaneous,12,499,Miscellaneous Ledger
23-08-2025,UPI-SPOTIFY-BOOKS,,9308,,Education & Books,10,308,Education Expense Ledger
10-09-2025,UPI-IRCTC UTS-TICKET-295611667,,6953,,Transport & Travel,5,303,Travel Expense Ledger
05-11-2025,UPI-ZERODHA BROKING LTD-MEDICAL BILL,,7497,,Health & Medical,9,307,Medical Expense Ledger
05-10-2025,BANK TRANSFER-HOUSE RENT-969241,,47267,,Rent & Housing,4,302,Rent Expense Ledger
01-03-2026,UPI-STARBUCKS-MEDICAL BILL,,3658,,Health & Medical,9,307,Medical Expense Ledger
28-09-2025,UPI-CREDCLUB-MOBILE BILL,,3731,,Utilities & Bills,7,305,Utilities Expense Ledger
28-03-2026,NEFT CR-CREDIT CARD BILL PAYMENT-362442113,,48965,,Credit Card Payment,11,401,Credit Card Payment Ledger
04-02-2026,VEDANTA LIMITED INTEREST CREDIT-657639,9809,,,Investment Income,2,202,Investment Income Ledger
15-06-2025,DIVIDEND CREDIT HINDUSTAN UNILEVER LTD-942667,6078,,,Investment Income,2,202,Investment Income Ledger
05-03-2026,IRCTC UTS SUBSCRIPTION-250641,,3501,,Entertainment,8,306,Entertainment Expense Ledger
13-05-2025,UPI-BIG BAZAAR-FOOD,,2080,,Groceries & Food,3,301,Groceries Expense Ledger
23-01-2026,UPI-LENSKART-MUMBAI TRIP,,8590,,Transport & Travel,5,303,Travel Expense Ledger
17-08-2025,ICICI BANK INTEREST CREDIT-306749,2939,,,Investment Income,2,202,Investment Income Ledger
14-02-2026,UPI-FLIPKART-DOCTOR CONSULTATION,,1077,,Health & Medical,9,307,Medical Expense Ledger
10-02-2026,UPI-GOOGLEPAY-BROADBAND BILL,,3339,,Utilities & Bills,7,305,Utilities Expense Ledger
19-01-2026,RENT PAYMENT-988976,,21934,,Rent & Housing,4,302,Rent Expense Ledger
13-01-2026,UPI-GOOGLEPAY-LUNCH,,1252,,Groceries & Food,3,301,Groceries Expense Ledger
20-07-2025,NEFT CR-CREDIT CARD BILL PAYMENT-785419623,,21431,,Credit Card Payment,11,401,Credit Card Payment Ledger
30-04-2025,CC BILL PAYMENT-408837017,,39015,,Credit Card Payment,11,401,Credit Card Payment Ledger
25-08-2025,UPI-RELIANCE DIGITAL-GAMING,,3516,,Entertainment,8,306,Entertainment Expense Ledger
03-06-2025,UPI-SWIGGY-DOCTOR CONSULTATION,,2270,,Health & Medical,9,307,Medical Expense Ledger
09-12-2025,UPI-AMAZON INDIA-LAB TESTS,,1929,,Health & Medical,9,307,Medical Expense Ledger
04-08-2025,UPI-SWIGGY-MISC-840126,9854,,,Miscellaneous,12,499,Miscellaneous Ledger
22-03-2026,UPI-NATURAL ICE CREAM-CAB RIDE,,2563,,Transport & Travel,5,303,Travel Expense Ledger
20-11-2025,UPI-GOOGLEPAY-PHARMACY,,3383,,Health & Medical,9,307,Medical Expense Ledger
25-01-2026,POS-IRCTC UTS-MALL PURCHASE,,15215,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
19-05-2025,UPI-FLIPKART-MEDICAL BILL,,1928,,Health & Medical,9,307,Medical Expense Ledger
08-02-2026,UPI-FLIPKART-GAS CYLINDER PAYMENT,,1355,,Utilities & Bills,7,305,Utilities Expense Ledger
02-03-2026,NEFT CR-CREDIT CARD BILL PAYMENT-556462731,,68853,,Credit Card Payment,11,401,Credit Card Payment Ledger
25-09-2025,NEFT CR-SALARY-HDFC BANK,42511,,,Salary Income,1,201,Salary Ledger
07-11-2025,UPI-CREDCLUB-CRED PAYMENT-747509954,,49380,,Credit Card Payment,11,401,Credit Card Payment Ledger
04-01-2026,VEDANTA LIMITED INTEREST CREDIT-373438,1343,,,Investment Income,2,202,Investment Income Ledger
03-06-2025,UPI-RELIANCE DIGITAL-COACHING FEES,,3375,,Education & Books,10,308,Education Expense Ledger
30-09-2025,ACH C- INFOSYS LIMITED DIVIDEND-954727,9679,,,Investment Income,2,202,Investment Income Ledger
24-08-2025,UPI-BHARGAV SANDEEP DESAI-MISC-674699,5305,,,Miscellaneous,12,499,Miscellaneous Ledger
24-05-2025,UPI-AMAZON INDIA-ONLINE SHOPPING,,15448,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
12-08-2025,UPI-LENSKART-GOA TRIP EXPENSES,,7944,,Transport & Travel,5,303,Travel Expense Ledger
25-04-2025,CC BILL PAYMENT-234007467,,7791,,Credit Card Payment,11,401,Credit Card Payment Ledger
10-04-2025,UPI-ZOMATO-GAMING,,969,,Entertainment,8,306,Entertainment Expense Ledger
20-05-2025,CC BILL PAYMENT-269898188,,44220,,Credit Card Payment,11,401,Credit Card Payment Ledger
17-03-2026,UPI-AMAZON INDIA-LAB TESTS,,3787,,Health & Medical,9,307,Medical Expense Ledger
18-10-2025,UPI-AIRTEL PAYMENTS BANK-BOOKS,,8497,,Education & Books,10,308,Education Expense Ledger
18-03-2026,UPI-MYNTRA-MISC-680464,,2923,,Miscellaneous,12,499,Miscellaneous Ledger
05-09-2025,UPI-FLIPKART-COACHING FEES,,444,,Education & Books,10,308,Education Expense Ledger
23-07-2025,UPI-ZERODHA BROKING LTD-SHOPPING,,7937,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
02-10-2025,NEFT-RENT-578096,,15310,,Rent & Housing,4,302,Rent Expense Ledger
07-09-2025,UPI-CROSSWORD BOOKSTORE-MOVIE TICKETS,,1569,,Entertainment,8,306,Entertainment Expense Ledger
09-05-2025,DIVIDEND CREDIT TCS LIMITED-983727,8284,,,Investment Income,2,202,Investment Income Ledger
20-11-2025,CC BILL PAYMENT-138404656,,34725,,Credit Card Payment,11,401,Credit Card Payment Ledger
18-06-2025,UPI-ZOMATO-FOOD,,1362,,Groceries & Food,3,301,Groceries Expense Ledger
12-11-2025,TATA POWER CO LTD INTEREST CREDIT-208237,5424,,,Investment Income,2,202,Investment Income Ledger
23-11-2025,NOV 2025 SALARY CREDIT,88940,,,Salary Income,1,201,Salary Ledger
26-05-2025,UPI-GOOGLEPAY-STATIONERY,,8949,,Education & Books,10,308,Education Expense Ledger
23-04-2025,ZOMATO SUBSCRIPTION-150762,,2396,,Entertainment,8,306,Entertainment Expense Ledger
10-01-2026,UPI-OLA CABS-PHARMACY,,1787,,Health & Medical,9,307,Medical Expense Ledger
15-09-2025,UPI-STARBUCKS-PHARMACY,,6170,,Health & Medical,9,307,Medical Expense Ledger
22-04-2025,NEFT-RENT-179944,,40800,,Rent & Housing,4,302,Rent Expense Ledger
29-03-2026,ACH C- TATA POWER CO LTD DIVIDEND-112120,3464,,,Investment Income,2,202,Investment Income Ledger
22-04-2025,PVR CINEMAS SUBSCRIPTION-644748,,371,,Entertainment,8,306,Entertainment Expense Ledger
09-12-2025,RENT PAYMENT-651616,,19580,,Rent & Housing,4,302,Rent Expense Ledger
25-03-2026,UPI-SPOTIFY-ELECTRONICS,,12797,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
27-06-2025,UPI-FLIPKART-DOCTOR CONSULTATION,,537,,Health & Medical,9,307,Medical Expense Ledger
22-05-2025,NEFT CR-SALARY-ASSET VANTAGE,78374,,,Salary Income,1,201,Salary Ledger
15-05-2025,CC BILL PAYMENT-709876938,,16928,,Credit Card Payment,11,401,Credit Card Payment Ledger
20-07-2025,NEFT CR-SALARY-INFOSYS LIMITED,60612,,,Salary Income,1,201,Salary Ledger
07-05-2025,UPI-CROSSWORD BOOKSTORE-MEDICAL BILL,,4671,,Health & Medical,9,307,Medical Expense Ledger
08-12-2025,UPI-UBER-BREAKFAST,,2208,,Groceries & Food,3,301,Groceries Expense Ledger
23-04-2025,UPI-BHARGAV SANDEEP DESAI-MISC-604136,,3279,,Miscellaneous,12,499,Miscellaneous Ledger
03-10-2025,UPI-RELIANCE DIGITAL-ONLINE COURSE,,4336,,Education & Books,10,308,Education Expense Ledger
29-03-2026,DIVIDEND CREDIT HINDUSTAN UNILEVER LTD-308271,7240,,,Investment Income,2,202,Investment Income Ledger
22-01-2026,UPI-MYNTRA-LAB TESTS,,212,,Health & Medical,9,307,Medical Expense Ledger
10-11-2025,BANK TRANSFER-HOUSE RENT-218371,,13328,,Rent & Housing,4,302,Rent Expense Ledger
21-07-2025,NEFT CR-SALARY-INFOSYS LIMITED,84433,,,Salary Income,1,201,Salary Ledger
14-11-2025,UPI-UBER-LAB TESTS,,852,,Health & Medical,9,307,Medical Expense Ledger
09-10-2025,NEFT CR-CREDIT CARD BILL PAYMENT-602016195,,16659,,Credit Card Payment,11,401,Credit Card Payment Ledger
03-09-2025,NEFT CR-SALARY-ASSET VANTAGE,68067,,,Salary Income,1,201,Salary Ledger
18-05-2025,UPI-AMAZON INDIA-STATIONERY,,1579,,Education & Books,10,308,Education Expense Ledger
17-02-2026,UPI-ZOMATO-MISC-614031,7869,,,Miscellaneous,12,499,Miscellaneous Ledger
11-09-2025,UPI-DMART-MUMBAI TRIP,,13986,,Transport & Travel,5,303,Travel Expense Ledger
10-06-2025,UPI-AMAZON INDIA-GOA TRIP EXPENSES,,6012,,Transport & Travel,5,303,Travel Expense Ledger
12-08-2025,DIVIDEND CREDIT HDFC BANK-225555,1775,,,Investment Income,2,202,Investment Income Ledger
29-08-2025,APR AUG SALARY,49472,,,Salary Income,1,201,Salary Ledger
27-01-2026,UPI-CREDCLUB-CRED PAYMENT-217059972,,76591,,Credit Card Payment,11,401,Credit Card Payment Ledger
24-12-2025,UPI-UBER-DOCTOR CONSULTATION,,7850,,Health & Medical,9,307,Medical Expense Ledger
06-01-2026,UPI-SPOTIFY-PHARMACY,,4925,,Health & Medical,9,307,Medical Expense Ledger
05-04-2025,APR 2025 SALARY CREDIT,41409,,,Salary Income,1,201,Salary Ledger
30-08-2025,SALARY CREDIT AUG 2025,55704,,,Salary Income,1,201,Salary Ledger
23-09-2025,UPI-OLA CABS-MISC-532750,4609,,,Miscellaneous,12,499,Miscellaneous Ledger
07-04-2025,UPI-NATURAL ICE CREAM-GAS CYLINDER PAYMENT,,3670,,Utilities & Bills,7,305,Utilities Expense Ledger
04-07-2025,INFOSYS LIMITED INTEREST CREDIT-163190,1356,,,Investment Income,2,202,Investment Income Ledger
02-01-2026,NEFT CR-SALARY-FREELANCE CLIENT,53275,,,Salary Income,1,201,Salary Ledger
20-05-2025,OLA CABS PAYMENT-350290499,,12749,,Transport & Travel,5,303,Travel Expense Ledger
12-10-2025,OCT 2025 SALARY CREDIT,72624,,,Salary Income,1,201,Salary Ledger
18-06-2025,UPI-CROSSWORD BOOKSTORE-WATER BILL,,1415,,Utilities & Bills,7,305,Utilities Expense Ledger
05-04-2025,UPI-OLA CABS-MISC-269708,11507,,,Miscellaneous,12,499,Miscellaneous Ledger
27-06-2025,UPI-STARBUCKS-GAMING,,110,,Entertainment,8,306,Entertainment Expense Ledger
22-03-2026,UPI-AMAZON INDIA-ONLINE COURSE,,7664,,Education & Books,10,308,Education Expense Ledger
17-01-2026,NEFT-RENT-742064,,40383,,Rent & Housing,4,302,Rent Expense Ledger
16-03-2026,UPI-SPOTIFY-MISC-861262,,14192,,Miscellaneous,12,499,Miscellaneous Ledger
25-09-2025,UPI-GOOGLEPAY-SHOPPING,,5038,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
10-05-2025,UPI-APOLLO PHARMACY-MOVIE TICKETS,,4399,,Entertainment,8,306,Entertainment Expense Ledger
17-10-2025,UPI-CROSSWORD BOOKSTORE-WATER BILL,,2065,,Utilities & Bills,7,305,Utilities Expense Ledger
13-09-2025,UPI-FLIPKART-ELECTRICITY BILL,,3329,,Utilities & Bills,7,305,Utilities Expense Ledger
02-02-2026,UPI-AIRTEL PAYMENTS BANK-BOOKS,,3767,,Education & Books,10,308,Education Expense Ledger
06-05-2025,UPI-BHARGAV SANDEEP DESAI-MISC-449937,,1231,,Miscellaneous,12,499,Miscellaneous Ledger
25-09-2025,UPI-CREDCLUB-CRED PAYMENT-778964279,,23228,,Credit Card Payment,11,401,Credit Card Payment Ledger
25-05-2025,UPI-FLIPKART-MISC-458780,,1824,,Miscellaneous,12,499,Miscellaneous Ledger
28-07-2025,UPI-NATURAL ICE CREAM-MISC-531915,496,,,Miscellaneous,12,499,Miscellaneous Ledger
25-12-2025,POS-RELIANCE DIGITAL-MALL PURCHASE,,13946,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
21-09-2025,SEP 2025 SALARY CREDIT,86607,,,Salary Income,1,201,Salary Ledger
